g28876,Disarmed,209.79,209.79,0,1550,848,587,115

28978,Disarmed,215.46,215.46,0,1550,848,587,116

29079,Disarmed,212.52,212.52,0,1550,848,587,115

29180,Disarmed,213.88,213.88,0,1550,848,587,115

?!Resetting time since last packet

29281,Disarmed,211.39,211.39,0,1550,848,587,115

29382,Disarmed,212.06,212.06,0,1550,848,587,116

29484,Disarmed,211.67,211.67,0,1550,848,587,115

29586,Disarmed,208.98,208.98,0,1550,849,587,115

29687,Disarmed,212.39,212.39,0,1550,848,587,115

29790,Disarmed,207.59,207.59,0,1550,848,587,115

29891,Disarmed,206.35,206.35,0,1550,848,586,116

29992,Disarmed,198.98,198.98,0,1550,848,587,115

30094,Disarmed,203.74,203.74,0,1550,848,587,115

30195,Disarmed,197.70,197.70,0,1550,848,587,115

30297,Disarmed,205.48,205.48,0,1550,848,587,116

30398,Disarmed,206.14,206.14,0,1550,848,587,115

30498,Disarmed,209.91,209.91,0,1550,848,587,116

30600,Disarmed,211.11,211.11,0,1550,849,587,115

30701,Disarmed,213.04,213.04,0,1550,848,587,115

30803,Disarmed,213.16,213.16,0,1550,848,587,116

30904,Disarmed,211.29,211.29,0,1550,848,587,116

31006,Disarmed,209.50,209.50,0,1550,848,587,116

31108,Disarmed,207.95,207.95,0,1550,848,587,115

31210,Disarmed,206.33,206.33,0,1550,848,587,115

31311,Disarmed,205.23,205.23,0,1550,848,587,115

?!Resetting time since last packet

31431,Disarmed,204.62,204.62,0,1550,848,587,116

31534,Disarmed,202.18,202.18,0,1550,848,587,116

31635,Disarmed,203.57,203.57,0,1550,848,587,116

31736,Disarmed,201.62,201.62,0,1550,848,587,115

31838,Disarmed,206.10,206.10,0,1550,848,587,115

31939,Disarmed,206.69,206.69,0,1550,848,587,115

32040,Disarmed,207.25,207.25,0,1550,848,587,115

32142,Disarmed,206.23,206.23,0,1550,848,587,116

32243,Disarmed,204.48,204.48,0,1550,849,587,116

32345,Disarmed,203.84,203.84,0,1550,848,587,115

32447,Disarmed,202.79,202.79,0,1550,848,587,115

32551,Disarmed,199.78,199.78,0,1550,848,587,115

32654,Disarmed,198.22,198.22,0,1550,848,587,115

32754,Disarmed,201.73,201.73,0,1550,848,587,115

32855,Disarmed,200.69,200.69,0,1550,848,587,115

32956,Disarmed,206.22,206.22,0,1550,848,587,115

33057,Disarmed,207.47,207.47,0,1550,848,587,116

33159,Disarmed,208.40,208.40,0,1550,849,587,116

33260,Disarmed,206.17,206.17,0,1550,848,587,115

33361,Disarmed,205.99,205.99,0,1550,848,587,115

33463,Disarmed,201.70,201.70,0,1550,848,587,116

?!Resetting time since last packet

33590,Disarmed,204.50,204.50,0,1550,848,587,116

33691,Disarmed,197.96,197.96,0,1550,848,587,115

33792,Disarmed,197.21,197.21,0,1550,848,587,115

33896,Disarmed,195.79,195.79,0,1550,848,587,116

33997,Disarmed,201.26,201.26,0,1550,848,587,115

34099,Disarmed,201.17,201.17,0,1550,848,587,115

34200,Disarmed,204.36,204.36,0,1550,848,587,115

34301,Disarmed,204.36,204.36,0,1550,848,587,115

34403,Disarmed,205.74,205.74,0,1550,848,587,115

34504,Disarmed,208.27,208.27,0,1550,848,587,116

34606,Disarmed,204.07,204.07,0,1550,848,587,115

34706,Disarmed,204.93,204.93,0,1550,848,587,115

34807,Disarmed,200.39,200.39,0,1550,848,587,115

34910,Disarmed,196.82,196.82,0,1550,848,587,116

35009,Disarmed,196.59,196.59,0,1550,848,587,116

35110,Disarmed,197.86,197.86,0,1550,848,587,115

35212,Disarmed,197.59,197.59,0,1550,848,587,116

35313,Disarmed,203.51,203.51,0,1550,849,587,115

35415,Disarmed,204.32,204.32,0,1550,848,587,115

35516,Disarmed,205.68,205.68,0,1550,849,587,115

35617,Disarmed,205.70,205.70,0,1550,848,587,115

35719,Disarmed,203.21,203.21,0,1550,848,587,115

?!Resetting time since last packet

35822,Disarmed,200.11,200.11,0,1550,848,587,115

35923,Disarmed,194.33,194.33,0,1550,848,587,115

36025,Disarmed,191.88,191.88,0,1550,848,587,115

36126,Disarmed,193.71,193.71,0,1550,848,587,115

36229,Disarmed,195.65,195.65,0,1550,848,587,115

36330,Disarmed,198.66,198.66,0,1550,848,587,115

36430,Disarmed,200.00,200.00,0,1550,848,587,115

36532,Disarmed,198.65,198.65,0,1550,848,587,115

36634,Disarmed,201.40,201.40,0,1550,848,587,116

36736,Disarmed,200.45,200.45,0,1550,848,587,115

36837,Disarmed,200.10,200.10,0,1550,848,587,115

36938,Disarmed,200.46,200.46,0,1550,848,587,115

37040,Disarmed,198.88,198.88,0,1550,848,587,115

37140,Disarmed,188.64,188.64,0,1550,848,587,115

37240,Disarmed,202.62,202.62,0,1550,848,587,115

37341,Disarmed,200.62,200.62,0,1550,848,587,116

37441,Disarmed,201.52,201.52,0,1550,848,587,116

37542,Disarmed,196.58,196.58,0,1550,848,587,116

37644,Disarmed,202.81,202.81,0,1550,848,587,116

37745,Disarmed,207.40,207.40,0,1550,848,587,115

37847,Disarmed,203.39,203.39,0,1550,848,587,116

?!Resetting time since last packet

38000,Disarmed,204.33,204.33,0,1550,849,587,116

38100,Disarmed,203.19,203.19,0,1550,848,587,115

38202,Disarmed,198.11,198.11,0,1550,848,587,116

38304,Disarmed,172.51,172.51,0,1550,848,587,116

38406,Disarmed,200.37,200.37,0,1550,848,587,116

38506,Disarmed,220.91,220.91,0,1550,848,587,115

38606,Disarmed,185.65,185.65,0,1550,848,587,116

38707,Disarmed,235.05,235.05,0,1550,848,587,115

38808,Disarmed,214.95,214.95,0,1550,848,587,115

38909,Disarmed,209.06,209.06,0,1550,848,587,115

39010,Disarmed,213.08,213.08,0,1550,848,587,115

39111,Disarmed,211.35,211.35,0,1550,848,587,115

39213,Disarmed,206.74,206.74,0,1550,848,587,116

39314,Disarmed,205.70,205.70,0,1550,848,587,115

39415,Disarmed,203.28,203.28,0,1550,848,587,116

39517,Disarmed,202.20,202.20,0,1550,848,587,116

39618,Disarmed,204.33,204.33,0,1550,849,587,116

39719,Disarmed,205.90,205.90,0,1550,848,587,115

39822,Disarmed,210.98,210.98,0,1550,848,587,116

39924,Disarmed,213.14,213.14,0,1550,848,587,115

40026,Disarmed,216.73,216.73,0,1550,848,587,116

?!Resetting time since last packet

40177,Disarmed,215.71,215.71,0,1550,848,587,115

40280,Disarmed,215.47,215.47,0,1550,849,587,115

40380,Disarmed,213.10,213.10,0,1550,848,587,115

40482,Disarmed,208.22,208.22,0,1550,848,587,115

40584,Disarmed,209.30,209.30,0,1550,848,587,116

40685,Disarmed,209.18,209.18,0,1550,848,587,116

40786,Disarmed,213.70,213.70,0,1550,848,587,115

40889,Disarmed,213.33,213.33,0,1550,848,587,115

40990,Disarmed,217.20,217.20,0,1550,849,587,115

41092,Disarmed,216.93,216.93,0,1550,848,587,116

41193,Disarmed,218.58,218.58,0,1550,848,587,116

41294,Disarmed,217.94,217.94,0,1550,849,587,116

41396,Disarmed,216.02,216.02,0,1550,848,587,116

41497,Disarmed,217.15,217.15,0,1550,848,587,115

41597,Disarmed,212.17,212.17,0,1550,848,587,115

41698,Disarmed,212.46,212.46,0,1550,848,587,115

41800,Disarmed,212.01,212.01,0,1550,848,587,115

41903,Disarmed,210.12,210.12,0,1550,848,587,116

42002,Disarmed,214.77,214.77,0,1550,848,587,116

42104,Disarmed,213.18,213.18,0,1550,848,587,115

42206,Disarmed,217.45,217.45,0,1550,849,587,115

?!Resetting time since last packet

42381,Disarmed,215.45,215.45,0,1550,848,587,116

42481,Disarmed,219.06,219.06,0,1550,848,587,115

42583,Disarmed,215.10,215.10,0,1550,849,587,116

42684,Disarmed,215.60,215.60,0,1550,848,587,116

42786,Disarmed,214.96,214.96,0,1550,848,587,115

42886,Disarmed,219.47,219.47,0,1550,848,587,116

42988,Disarmed,217.75,217.75,0,1550,848,587,115

43088,Disarmed,219.12,219.12,0,1550,849,587,116

43190,Disarmed,220.08,220.08,0,1550,849,587,115

43291,Disarmed,219.38,219.38,0,1550,848,587,115

43393,Disarmed,221.88,221.88,0,1550,848,587,115

43495,Disarmed,223.46,223.46,0,1550,848,587,116

43596,Disarmed,223.85,223.85,0,1550,848,587,115

43698,Disarmed,223.86,223.86,0,1550,848,587,116

43798,Disarmed,220.11,220.11,0,1550,848,587,115

43900,Disarmed,218.76,218.76,0,1550,848,587,115

44002,Disarmed,213.87,213.87,0,1550,848,587,115

44103,Disarmed,211.66,211.66,0,1550,848,587,115

44204,Disarmed,209.39,209.39,0,1550,847,587,117

44305,Disarmed,208.72,208.72,0,1550,848,587,115

44406,Disarmed,208.41,208.41,0,1550,848,587,116

?!Resetting time since last packet

44540,Disarmed,210.38,210.38,0,1550,848,587,115

44642,Disarmed,212.87,212.87,0,1550,848,587,115

