36525,Disarmed,277.60,277.60,0,1550,846,585,116

36627,Disarmed,274.80,274.80,0,1550,846,585,115

36728,Disarmed,275.37,275.37,0,1550,846,585,116

?!Resetting time since last packet

36899,Disarmed,272.37,272.37,0,1550,846,585,115

37000,Disarmed,275.55,275.55,0,1550,846,585,115

37101,Disarmed,278.70,278.70,0,1550,846,585,115

37203,Disarmed,280.96,280.96,0,1550,846,586,116

37306,Disarmed,281.92,281.92,0,1550,846,585,115

37407,Disarmed,286.29,286.29,0,1550,846,585,115

37508,Disarmed,288.57,288.57,0,1550,846,585,116

37608,Disarmed,288.37,288.37,0,1550,846,585,115

37709,Disarmed,290.40,290.40,0,1550,846,585,116

37810,Disarmed,291.44,291.44,0,1550,846,585,116

37910,Disarmed,292.27,292.27,0,1550,845,585,115

38013,Disarmed,294.44,294.44,0,1550,846,585,116

38116,Disarmed,292.61,292.61,0,1550,846,585,115

38217,Disarmed,289.12,289.12,0,1550,846,585,116

38319,Disarmed,286.07,286.07,0,1550,846,585,115

38420,Disarmed,282.02,282.02,0,1550,846,585,116

38522,Disarmed,278.97,278.97,0,1550,846,585,115

38624,Disarmed,276.27,276.27,0,1550,846,585,116

38726,Disarmed,277.35,277.35,0,1550,846,585,115

38828,Disarmed,276.90,276.90,0,1550,846,585,115

38929,Disarmed,278.46,278.46,0,1550,846,585,118

?!Resetting time since last packet

39115,Disarmed,285.09,285.09,0,1550,846,585,116

39217,Disarmed,294.11,294.11,0,1550,845,585,117

39318,Disarmed,294.51,294.51,0,1550,846,585,115

39419,Disarmed,290.11,290.11,0,1550,846,585,115

39521,Disarmed,288.55,288.55,0,1550,846,585,115

39622,Disarmed,284.64,284.64,0,1550,846,585,116

39724,Disarmed,277.76,277.76,0,1550,846,585,115

39825,Disarmed,279.30,279.30,0,1550,846,585,116

39926,Disarmed,274.14,274.14,0,1550,846,585,116

40028,Disarmed,275.77,275.77,0,1550,846,585,115

40129,Disarmed,274.33,274.33,0,1550,846,585,115

40230,Disarmed,274.55,274.55,0,1550,846,585,115

40333,Disarmed,276.78,276.78,0,1550,846,585,115

40434,Disarmed,276.16,276.16,0,1550,846,585,115

40537,Disarmed,283.91,283.91,0,1550,846,585,115

40638,Disarmed,283.97,283.97,0,1550,846,585,116

40740,Disarmed,288.39,288.39,0,1550,846,585,115

40843,Disarmed,289.51,289.51,0,1550,846,585,115

40944,Disarmed,290.11,290.11,0,1550,846,585,115

41047,Disarmed,287.89,287.89,0,1550,846,585,116

41148,Disarmed,287.74,287.74,0,1550,846,585,115

41250,Disarmed,288.51,288.51,0,1550,846,585,115

?!Resetting time since last packet

41355,Disarmed,288.03,288.03,0,1550,846,585,115

41456,Disarmed,286.10,286.10,0,1550,846,585,115

41558,Disarmed,287.00,287.00,0,1550,846,585,116

41659,Disarmed,285.94,285.94,0,1550,846,586,116

41761,Disarmed,282.88,282.88,0,1550,846,585,115

41863,Disarmed,283.81,283.81,0,1550,846,585,115

41965,Disarmed,284.56,284.56,0,1550,846,585,115

42064,Disarmed,283.70,283.70,0,1550,846,585,116

42165,Disarmed,282.66,282.66,0,1550,846,585,116

42266,Disarmed,282.04,282.04,0,1550,846,585,115

42369,Disarmed,284.07,284.07,0,1550,846,585,116

42470,Disarmed,280.78,280.78,0,1550,846,585,116

42571,Disarmed,281.73,281.73,0,1550,846,585,116

42673,Disarmed,280.22,280.22,0,1550,846,585,116

42774,Disarmed,281.01,281.01,0,1550,846,585,115

42875,Disarmed,282.07,282.07,0,1550,846,585,115

42978,Disarmed,281.49,281.49,0,1550,846,585,115

43079,Disarmed,284.38,284.38,0,1550,846,585,115

43181,Disarmed,282.71,282.71,0,1550,846,585,115

43283,Disarmed,282.84,282.84,0,1550,846,585,116

43385,Disarmed,283.41,283.41,0,1550,846,585,115

?!Resetting time since last packet

43549,Disarmed,280.36,280.36,0,1550,846,585,116

43650,Disarmed,281.63,281.63,0,1550,846,585,116

43752,Disarmed,280.65,280.65,0,1550,846,585,116

43852,Disarmed,281.94,281.94,0,1550,845,585,115

43954,Disarmed,284.08,284.08,0,1550,846,585,115

44056,Disarmed,286.57,286.57,0,1550,846,585,115

44157,Disarmed,287.09,287.09,0,1550,846,585,115

44259,Disarmed,287.81,287.81,0,1550,846,585,116

44360,Disarmed,287.01,287.01,0,1550,846,585,115

44463,Disarmed,286.98,286.98,0,1550,846,586,116

44564,Disarmed,282.07,282.07,0,1550,846,585,115

44665,Disarmed,280.51,280.51,0,1550,846,585,115

44768,Disarmed,278.01,278.01,0,1550,846,585,115

44871,Disarmed,275.19,275.19,0,1550,846,585,115

44972,Disarmed,275.16,275.16,0,1550,846,586,116

45072,Disarmed,276.51,276.51,0,1550,846,585,115

45173,Disarmed,278.32,278.32,0,1550,846,585,116

45276,Disarmed,279.68,279.68,0,1550,846,585,115

45377,Disarmed,281.77,281.77,0,1550,846,585,115

45478,Disarmed,283.36,283.36,0,1550,846,585,115

45581,Disarmed,283.45,283.45,0,1550,846,585,115

45682,Disarmed,282.27,282.27,0,1550,846,585,115

?!Resetting time since last packet

45784,Disarmed,285.46,285.46,0,1550,846,585,115

45885,Disarmed,277.72,277.72,0,1550,846,585,115

45986,Disarmed,277.62,277.62,0,1550,846,585,115

46088,Disarmed,272.36,272.36,0,1550,846,585,115

46189,Disarmed,275.74,275.74,0,1550,846,585,116

46288,Disarmed,274.34,274.34,0,1550,846,585,115

46391,Disarmed,282.97,282.97,0,1550,846,585,115

46492,Disarmed,278.52,278.52,0,1550,846,585,115

46594,Disarmed,282.09,282.09,0,1550,846,585,115

46696,Disarmed,283.30,283.30,0,1550,846,585,115

46797,Disarmed,284.21,284.21,0,1550,846,585,115

46900,Disarmed,280.51,280.51,0,1550,846,585,115

47001,Disarmed,281.63,281.63,0,1550,846,585,115

47104,Disarmed,281.57,281.57,0,1550,846,585,115

47205,Disarmed,282.23,282.23,0,1550,846,586,116

47307,Disarmed,278.79,278.79,0,1550,846,585,115

47409,Disarmed,281.94,281.94,0,1550,846,585,116

47510,Disarmed,280.98,280.98,0,1550,846,585,115

47611,Disarmed,285.53,285.53,0,1550,846,585,115

47713,Disarmed,286.14,286.14,0,1550,846,585,115

47814,Disarmed,289.10,289.10,0,1550,846,585,115

?!Resetting time since last packet

47959,Disarmed,287.45,287.45,0,1550,846,585,115

48060,Disarmed,287.58,287.58,0,1550,846,585,116

48162,Disarmed,287.98,287.98,0,1550,846,585,116

48264,Disarmed,287.31,287.31,0,1550,846,585,117

48365,Disarmed,288.27,288.27,0,1550,846,585,117

48466,Disarmed,288.08,288.08,0,1550,846,585,116

48569,Disarmed,284.59,284.59,0,1550,846,585,116

48669,Disarmed,284.02,284.02,0,1550,846,585,115

48769,Disarmed,279.43,279.43,0,1550,846,585,116

48868,Disarmed,278.82,278.82,0,1550,846,585,116

48970,Disarmed,279.21,279.21,0,1550,846,585,115

49072,Disarmed,280.33,280.33,0,1550,846,585,116

49174,Disarmed,282.37,282.37,0,1550,846,585,115

49275,Disarmed,280.75,280.75,0,1550,846,585,116

49377,Disarmed,283.74,283.74,0,1550,846,585,115

49478,Disarmed,284.50,284.50,0,1550,846,585,116

49580,Disarmed,285.47,285.47,0,1550,846,585,116

49681,Disarmed,282.64,282.64,0,1550,846,585,115

49782,Disarmed,280.23,280.23,0,1550,846,585,116

49885,Disarmed,279.37,279.37,0,1550,846,585,115

